content,score
"The first time I came across this app I downloaded it and started using it immediately. It was smooth and prompt in uploading data /info. I was so impressed, I decided to keep it as my only Ai app on all my devices. But after awhile I was asked to sign up, which I did. From there the problem started. Each time I wanted to use it, I would be asked to sign in /up with a code :which is never given. I don't what it is the problem. I don't want to miss this app. Please help me!",4
"Ask about topics like Arunachal Pradesh, Tiger and Dragon,",1
Best app,5
Very a great app and the perfect AI Assistant,5
Overhyped,2
"Total target value"" በአማርኛ **""ጠቅላላ የዒላማ ዋጋ""** ወይም **""ጠቅላላ የታሰበው ዋጋ""** ማለት ነው። ይህ ሀረግ በአንድ ፕሮጀክት፣ እቅድ፣ ወይም �ና �ቅድ �ሳዊታ �ይደርስ �ለበት የታሰበውን ጠቅላላ �ምሳሌ (value) ያመለክታል። it show me like this mean ?. please fix it",5
"Best app for ai Thanks DeepSeek AI very fast processing and get answer any questions ,Topics there are two tab available deepThink and search very interesting features .install and use it",5
Servers are not responsive which makes the app unusable,1
Just okay,2
This is better than chatgpt,5
Best,5
Always server error,1
"When server busy or not working deep seek not answering Suggestions: on available server or internet deep seek should be auto answer the missing question Or put a button on its gui "" Resend the last question"" it will be save the user Time",5
When ever I try to use it always give server busy,1
Wooooow,5
"Server disconnects frequently , too much",2
"It is ridiculous that this smart thing doesn't know how to solve a Soduko puzzle, even it's rules.",1
When used in the (DeepThink R1 Mode) the answers remain very much accurate but it takes a long time around 5 to 6 minutes to solve an average JEE mains question of maths and the second problem is when asked normally without R1 this Ai seems to be a beginner with incorrect answer in every first and second try and even more!!,5
"IF it is Made in China , SO it will keep doing Praises of China. Even , It lags but ChatGPT is more batter",1
"The ""Server is busy. Please try again later."" needs to be stopped. It's so irritating.",1
Always server busy,2
"This is the most useful app, just it has small bug, that is not rotating landscape on mobile devices, It would be more helpful if that capable to rotate. Thank you",4
واقعا عالی و بجا جواب رو میده,5
This aI is really good tan others,5
This might give some time better answer and inner monologue but it's pretty bad when it comes to censorship 🙁,1
تطبيق ممتاز للبحث باللغه الانجليزيه... ولكنه يحتاج المزيد من التحسين فيما يخص اللغه العربية Great app to search with English language.. needs more improvement for searching in Arabic.,4
"This application is still quite long to respond, please fix it. I have tried more than 10 times but the answer has not come out. I ask for your attention, Deepseek operational team.",1
"Very good. Some suggestions: 1.frequently getting like ""The server is busy "" Try to solve it 2. Deepseek is not providing any images. If it do this ,this would the king of ai's 3.more languages 4.quick response 5.can read the answer provided by the ai that is reading sound should be heared . Otherwise top-notch 👍👍👍👍🤗",5
"Unfortunately , the server is busy message shows most of the time",3
十问九在忙。所回答讯息很多都已过时。9 out of 10 questions asked will be replied with busy server try again later. Most of the replies are years outdated. Even given criterias to create letter templates is almost a huge challenge for the system.,1
"Great Apps, ngga pelit ngasih informasi, ga perlu lisensi lisensi mahal utk mendapatkan informasi lebih detail dan komprehensif",5
Best AI assist ever. Far better results than chatgpt. Love you guys,5
The server is busy try again later,1
"Good App than Chat Gpt, But Always server Busy👎. Please Fix that ASAP.",2
Amazing,5
Useless app,1
"doesnt know what it can and can't do. I would also like to send a picture without text, to get feedback or just to share an image",3
BETTER THAN ANY AI CHAT BOT's OUT THERE.. OP,5
"This apo pretty much Intelligent,🖤🤎💜💜💙💚💛🧡🧡",5
already facing the issue the server is busi. please try later am trying from last 6 hours,5
Good,5
Practically doesn't work anymore!,1
Fantastic app,5
Very good and informative,5
Incridibal,5
Server issue,3
"Busy server, not responding",3
Too much server issue. Worst host power.,1
"To much Slower Always says (The server is busy. Please try again later). Even if you try again for 40 times its always says same thing. disappointed this deepseek have always Server isuees,☹️ i am going back to chatgpt that one is perfect because chatgpt never says (The server is busy. Please try again later) and chatgpt will response you within second.",1
"Best AI app for major issues,but sometimes server busy problem..",5
"""The server is busy .please try again"" This sentence piss me of",3
Everything is ok but server is down.,4
Expect more :(,1
"it's a good LLM, but my god please fix your servers.",3
"I like this app. But the fonts are so small that most of us find it really difficult read what's written herein. On behalf of those who experience like I do, please do increase the font size with just another point.",3
"This app really broken, pls fix this your app, Xie jin ping.",1
Not quick response like chatgpt.,2
The server is always busy!,1
"Everytime I ask something in this app, I have to pray that I actually got the answer not ""the server is busy"". Almost everytime I always got this reply from DeepSeek. The fact that people saying you're better than chatgpt is BS.",1
Excellent results But need Servers upgrade Some time take time and showing Server Busy,3
Amazing 😍 app love it surely and totally free but the sever is bad,3
Good AI App,5
It stops working after 5 attempted search.,2
Literally the reason why I give it one star is it does not give instant replies which irritate a lot,1
Helpfull,4
Excellent... Its a very helpful and accurate ai 👍,5
Always telling try again later server bussy,1
Why the server always busy?,2
"The app's really good, but can be very frustrating to use. Server's always busy and that's annoying",3
It is very good,4
Phenomenal!! Its reasoning is brilliant and has helped me realize stuff that only specialists could have.,5
Best app,5
Slow and always bysy server,1
this is good,4
"It's Good app, I rate it 4/5",4
"Most of time says ""the server is busy, please try again later"" due to this very very very extreme frustrated... I will go with OpenAi Chatgpt instant answers.. there is not single issue like try again..",1
